epoch,train_loss,train_cos_loss,train_value_loss,val_loss,val_cos_loss,val_value_loss,timestamp
0,0.06893554103079123,0.12272369117099909,0.06893554103079123,0.01223061001408346,0.016407960689789856,0.01223061001408346,2025-07-17 12:17:53
1,0.01634471061266126,0.021793140248352477,0.01634471061266126,0.010383529838212986,0.014524166107408166,0.010383529838212986,2025-07-17 12:18:42
2,0.012940912054998775,0.017136781147491027,0.012940912054998775,0.0088140935752272,0.012347200510965795,0.0088140935752272,2025-07-17 12:19:31
3,0.011137355525662843,0.014696621458183547,0.011137355525662843,0.008046488224807167,0.01115183564882303,0.008046488224807167,2025-07-17 12:20:21
4,0.00990280271237147,0.013008492239563546,0.00990280271237147,0.008156340271618562,0.011590229251335576,0.008156340271618562,2025-07-17 12:21:10
5,0.00900644817127223,0.011822237280626322,0.00900644817127223,0.007869912186618318,0.010497780526344924,0.007869912186618318,2025-07-17 12:21:57
6,0.00826265440279432,0.010770405873089984,0.00826265440279432,0.006695768911122661,0.009277454615791434,0.006695768911122661,2025-07-17 12:22:47
7,0.007604038044421666,0.009955980509641717,0.007604038044421666,0.006332528604597775,0.008858705179516188,0.006332528604597775,2025-07-17 12:23:35
8,0.007034570504057648,0.00920556443111885,0.007034570504057648,0.006792839434113085,0.008463669333069287,0.006792839434113085,2025-07-17 12:24:25
9,0.006572479253770831,0.008575970969050457,0.006572479253770831,0.005419927361162053,0.007393797653122354,0.005419927361162053,2025-07-17 12:25:14
10,0.006118498385874152,0.007996863901376413,0.006118498385874152,0.0060044680578038865,0.008282497285183557,0.0060044680578038865,2025-07-17 12:26:02
11,0.0057459231445235485,0.00752319335165793,0.0057459231445235485,0.004996161694283185,0.006880333426302856,0.004996161694283185,2025-07-17 12:26:52
12,0.005393524727771605,0.007074200827211986,0.005393524727771605,0.004819871094461876,0.006601375614091293,0.004819871094461876,2025-07-17 12:27:39
13,0.005117102053527194,0.006699927231704958,0.005117102053527194,0.0047062852482321026,0.00657410012826938,0.0047062852482321026,2025-07-17 12:28:30
14,0.004848128800931347,0.00636341866250143,0.004848128800931347,0.005136247217828005,0.007229504631544204,0.005136247217828005,2025-07-17 12:29:20
