epoch,train_loss,train_cos_loss,train_value_loss,val_loss,val_cos_loss,val_value_loss,timestamp
0,0.04556224180206572,0.07634416550166358,0.04556224180206572,0.015845508608902235,0.02182305062631048,0.015845508608902235,2025-08-12 14:10:51
1,0.01743189038203682,0.02346351640614665,0.01743189038203682,0.014463213686313894,0.018342840015249877,0.014463213686313894,2025-08-12 15:14:57
2,0.013987878200171862,0.018920348498359912,0.013987878200171862,0.011703473290146753,0.015982495905105847,0.011703473290146753,2025-08-12 16:19:06
3,0.011194616280717112,0.01526295678942638,0.011194616280717112,0.008596040698085006,0.012159652420764706,0.008596040698085006,2025-08-12 17:22:51
4,0.009683720673050332,0.01331210573924716,0.009683720673050332,0.008221317311422213,0.011782418755712199,0.008221317311422213,2025-08-12 18:27:21
5,0.008868199593445423,0.012202257691424781,0.008868199593445423,0.007505432892730397,0.010629302676183632,0.007505432892730397,2025-08-12 19:31:21
6,0.008288232373378876,0.011483291970660626,0.008288232373378876,0.0071982351970800275,0.01031765207920069,0.0071982351970800275,2025-08-12 20:35:04
7,0.00785554167919787,0.010888973120757836,0.00785554167919787,0.007132534959404624,0.010092815266450844,0.007132534959404624,2025-08-12 21:38:24
8,0.007480015768011832,0.010397349223810233,0.007480015768011832,0.007145890794006218,0.01021955133923186,0.007145890794006218,2025-08-12 22:52:56
9,0.007169410132534675,0.009958426828238335,0.007169410132534675,0.00670053169176162,0.009535560730365983,0.00670053169176162,2025-08-13 00:02:35
10,0.006866199652911664,0.009574063625291916,0.006866199652911664,0.006575282669964046,0.009376123843033869,0.006575282669964046,2025-08-13 01:19:33
11,0.006623363105243462,0.009264912138729866,0.006623363105243462,0.00702633625806535,0.009974411431914432,0.00702633625806535,2025-08-13 02:32:55
12,0.006389681296817706,0.008956005543964984,0.006389681296817706,0.00722256689824892,0.009760016114158004,0.00722256689824892,2025-08-13 03:45:21
13,0.006157237316592265,0.008642213047340008,0.006157237316592265,0.006416200957207415,0.009295488350527233,0.006416200957207415,2025-08-13 04:56:30
14,0.005955109208701231,0.00836315967595089,0.005955109208701231,0.006981566951359551,0.010066701895326696,0.006981566951359551,2025-08-13 06:06:41
