epoch,train_loss,train_cos_loss,train_value_loss,val_loss,val_cos_loss,val_value_loss,timestamp
0,0.045802594281540904,0.07825097025380094,0.045802594281540904,0.015495913472260975,0.021776295225902735,0.015495913472260975,2025-07-17 15:36:21
1,0.017332776089900716,0.023351266946013815,0.017332776089900716,0.013039109248473462,0.018074606172491108,0.013039109248473462,2025-07-17 16:06:05
2,0.013943000933566374,0.018869093827433608,0.013943000933566374,0.011108180294823215,0.01590781801765463,0.011108180294823215,2025-07-17 16:37:16
3,0.011299452213917387,0.015320172846146504,0.011299452213917387,0.009571420589843428,0.01384172650799654,0.009571420589843428,2025-07-17 17:07:34
4,0.009748781405730883,0.013291071862633471,0.009748781405730883,0.008218588793732554,0.011156022276883943,0.008218588793732554,2025-07-17 17:38:05
5,0.008894561112119169,0.012138561186858354,0.008894561112119169,0.00733263450992634,0.010365565673983002,0.00733263450992634,2025-07-17 18:08:25
6,0.008296294973357274,0.011419839340456919,0.008296294973357274,0.007165285249376592,0.01027668971403775,0.007165285249376592,2025-07-17 18:38:27
7,0.007832497766075981,0.010824493783123171,0.007832497766075981,0.006911427723281235,0.00968861518430223,0.006911427723281235,2025-07-17 19:08:52
8,0.007463013398378319,0.010306232296368028,0.007463013398378319,0.007015188912196531,0.009916969215923763,0.007015188912196531,2025-07-17 19:39:26
9,0.007130331138047499,0.00986653974781448,0.007130331138047499,0.006735835549168518,0.009528944199004645,0.006735835549168518,2025-07-17 20:09:54
10,0.00682409870395581,0.00942639501573235,0.00682409870395581,0.006516098987979383,0.00929621819760825,0.006516098987979383,2025-07-17 20:40:09
11,0.006544193959018392,0.009065541044347265,0.006544193959018392,0.006513776173166821,0.009297111693151306,0.006513776173166821,2025-07-17 21:10:37
12,0.006283664121492672,0.008708737664896046,0.006283664121492672,0.0066097005304083765,0.009164991552306906,0.0066097005304083765,2025-07-17 21:41:10
13,0.006060688239375508,0.008397454784430542,0.006060688239375508,0.006493644468446413,0.009275991678452356,0.006493644468446413,2025-07-17 22:14:18
14,0.005852076109167839,0.008106438274145724,0.005852076109167839,0.006791721055735466,0.009913926686059279,0.006791721055735466,2025-07-17 22:52:58
