epoch,train_loss,train_cos_loss,train_value_loss,val_loss,val_cos_loss,val_value_loss,timestamp
0,0.054315346297884246,0.09708352024939894,0.054315346297884246,0.01625846416740572,0.022685476152383418,0.01625846416740572,2025-08-11 20:20:57
1,0.0181235478005626,0.02456842238353781,0.0181235478005626,0.01430014778337525,0.020290916634741,0.01430014778337525,2025-08-11 21:02:17
2,0.014512788773609514,0.019718781684197693,0.014512788773609514,0.010872256942093372,0.014887626929934245,0.010872256942093372,2025-08-11 21:42:16
3,0.011325178489894651,0.015456724584834648,0.011325178489894651,0.01069718481501542,0.013080965885904978,0.01069718481501542,2025-08-11 22:28:52
4,0.009735304861472008,0.013354309694131575,0.009735304861472008,0.007859208948980054,0.01137539968979227,0.007859208948980054,2025-08-11 23:10:30
5,0.008881526012636221,0.012250793005015337,0.008881526012636221,0.007294964427726874,0.010554055162173118,0.007294964427726874,2025-08-11 23:51:39
6,0.008267876579053384,0.011462107592618344,0.008267876579053384,0.007029786897346956,0.010075702098194495,0.007029786897346956,2025-08-12 00:35:26
7,0.007824209483234156,0.010839361830481462,0.007824209483234156,0.007313372821009741,0.010467315387227628,0.007313372821009741,2025-08-12 01:18:51
8,0.007419599133650422,0.010316823973340933,0.007419599133650422,0.006992233799922578,0.009957251743659117,0.006992233799922578,2025-08-12 02:02:11
9,0.007095129671388262,0.009887085441354807,0.007095129671388262,0.006474097972795607,0.009299814603210414,0.006474097972795607,2025-08-12 02:45:42
10,0.006804163710759529,0.009505650082751393,0.006804163710759529,0.006439169508204303,0.009290528359637163,0.006439169508204303,2025-08-12 03:29:26
11,0.006540824932097245,0.009099949767601685,0.006540824932097245,0.0065672265990965135,0.009613446613282483,0.0065672265990965135,2025-08-12 04:12:07
12,0.0062944382996540805,0.008778721209297841,0.0062944382996540805,0.006277260056059743,0.008995250994813351,0.006277260056059743,2025-08-12 04:54:29
13,0.0060702512584487845,0.008477384992835717,0.0060702512584487845,0.006225045786926166,0.008896153776780508,0.006225045786926166,2025-08-12 05:37:08
14,0.005869816301389477,0.008185767896530203,0.005869816301389477,0.006805594779246822,0.009405685681600369,0.006805594779246822,2025-08-12 06:19:12
