epoch,train_loss,train_cos_loss,train_value_loss,val_loss,val_cos_loss,val_value_loss,timestamp
0,0.03906559915545295,0.06231711540562598,0.03906559915545295,0.016385469033346676,0.0224156852941237,0.016385469033346676,2025-08-17 18:56:14
1,0.0176940786477151,0.024159285454431845,0.0176940786477151,0.016160295496992716,0.023178310642190964,0.016160295496992716,2025-08-17 20:30:53
2,0.014302963243701712,0.019580777738725044,0.014302963243701712,0.01193728790415259,0.016063575745077736,0.01193728790415259,2025-08-17 22:05:49
3,0.011235738629848606,0.01540702333035424,0.011235738629848606,0.008829997914158795,0.012467212948843417,0.008829997914158795,2025-08-18 00:01:25
4,0.009633588680880746,0.013259521872488828,0.009633588680880746,0.007846431666424116,0.011149146898314257,0.007846431666424116,2025-08-18 01:42:37
5,0.008801005044736427,0.01215659636312087,0.008801005044736427,0.007362066705772277,0.010506811316113874,0.007362066705772277,2025-08-18 03:23:16
6,0.008193504487288951,0.011364758835830959,0.008193504487288951,0.007493990969344216,0.01097539631983981,0.007493990969344216,2025-08-18 05:00:43
7,0.007780524721933936,0.010808669925440694,0.007780524721933936,0.007008462687991709,0.010250014398830483,0.007008462687991709,2025-08-18 06:34:49
8,0.007388867200670405,0.010285127650576164,0.007388867200670405,0.006767869706937627,0.009703051836517861,0.006767869706937627,2025-08-18 08:10:08
9,0.007102991894722607,0.009882566641873135,0.007102991894722607,0.006631187152695983,0.009520080581387202,0.006631187152695983,2025-08-18 09:45:52
10,0.006767604454830163,0.009449660720725405,0.006767604454830163,0.0064605177810896875,0.009216423982372844,0.0064605177810896875,2025-08-18 11:20:41
11,0.006537172092226839,0.00911793173966537,0.006537172092226839,0.006457964179369121,0.009206217324667906,0.006457964179369121,2025-08-18 12:55:13
12,0.0062812026103675565,0.008754285748675676,0.0062812026103675565,0.006379992477009834,0.009029193294148549,0.006379992477009834,2025-08-18 14:30:28
13,0.006069438315992139,0.008468882189953163,0.006069438315992139,0.006487936608386108,0.00927280967586351,0.006487936608386108,2025-08-18 16:04:48
14,0.005844481860091336,0.008173377296236833,0.005844481860091336,0.006432429567562887,0.009190535528143966,0.006432429567562887,2025-08-18 17:33:19
